0.5676081,0.3067222,0.2528745,0.2145589,0.2978129,0.2596811,0.6087556,0.2491443,0.3407471,0.2802756,0.228814,0.2832721,0.2748791,0.2494272,0.2817154,0.2467134,0.3245497,0.2743738,0.2545007,0.2203346,0.3004119,0.2345257,0.3111396,0.2621058,0.2736543,0.2322307,0.312065,0.2677209,0.2558468,0.2250198,0.2666547,0.226885,0.2593486,0.2291682,0.3817384,0.2917129,0.2969993,0.2443521,0.4135712,0.2720291,0.4033627,0.258555,0.3353155,0.284428,0.3426942,0.2314983,0.2716549,0.2211892,0.2555483,0.2159996,0.3547798,0.2521558,0.2783899,0.2750232,0.4232709,0.2856854,0.4296819,0.2772056,0.5196683,0.357462,0.2387709,0.2224584,0.4641277,0.3134592,0.2503932,0.2195299,0.2371525,0.2095092,0.2433154,0.2203083,0.2456023,0.2240316,0.2691793,0.2388178,0.3652022,0.3037091,0.3142227,0.2418468,0.2497921,0.2377589,0.2584116,0.2258202,0.3823715,0.2828568,0.334397,0.2627259,0.4784403,0.3000019,0.3926776,0.2876059,0.3114499,0.257558,0.3775525,0.2408022
0.3067222,0.5484171,0.2374565,0.2359885,0.2666234,0.2971614,0.3040812,0.3898761,0.28461,0.3945985,0.2242346,0.490714,0.2671104,0.2640129,0.2541548,0.2793234,0.2545098,0.2573567,0.2426663,0.2301483,0.2262192,0.2893279,0.2466658,0.3228981,0.2446503,0.2957197,0.2495874,0.2728215,0.2467304,0.2504289,0.242674,0.2320124,0.2397813,0.2327394,0.2649577,0.3805314,0.2447286,0.3381014,0.2826923,0.4098218,0.2593957,0.4019732,0.274505,0.3436776,0.2405122,0.3207986,0.2354949,0.2448162,0.2471366,0.2230488,0.2449849,0.2616076,0.2421883,0.3189085,0.2708634,0.3514297,0.2839645,0.3472492,0.3530382,0.4639151,0.2560218,0.2417882,0.2898688,0.4089944,0.2206818,0.2603703,0.2261356,0.2336222,0.2228114,0.261747,0.228212,0.255875,0.2465767,0.2536729,0.2989515,0.3268018,0.2199588,0.3038526,0.2506878,0.2483186,0.2260389,0.2628833,0.2593289,0.3941005,0.2447436,0.3092745,0.2680994,0.4025679,0.253201,0.3560166,0.2334321,0.2927625,0.2821269,0.3148189
0.2528745,0.2374565,0.4603261,0.2160322,0.2548935,0.2370727,0.2662499,0.2604546,0.271669,0.2479289,0.2635684,0.2399413,0.2378732,0.2345365,0.2528348,0.2322237,0.2615405,0.244089,0.2831204,0.2474989,0.2530386,0.2308695,0.2312721,0.221899,0.2308177,0.2300697,0.2147688,0.2214209,0.2261041,0.2253194,0.2276081,0.2234178,0.2245911,0.2212365,0.2605182,0.2313276,0.2767548,0.2221074,0.2601444,0.2474058,0.2612176,0.2368352,0.2616497,0.2399262,0.2543952,0.2283051,0.309746,0.2183098,0.3023529,0.2278766,0.2143473,0.2279253,0.2161973,0.2182811,0.2297752,0.2337037,0.2369903,0.2296982,0.2520433,0.2453191,0.2452453,0.2325315,0.2532881,0.2388819,0.3560944,0.2144673,0.3154658,0.2144902,0.2854568,0.2179957,0.2555921,0.2221231,0.2846712,0.2461377,0.2256674,0.2267471,0.2709557,0.2256451,0.2396181,0.2240524,0.3320094,0.2188902,0.2455195,0.2246822,0.2904799,0.2200363,0.2342558,0.2336559,0.2367837,0.2245974,0.2839373,0.2209097,0.2600265,0.2608062
0.2145589,0.2359885,0.2160322,0.4261297,0.223253,0.25679,0.2217974,0.239942,0.2296801,0.2570269,0.2201945,0.2484147,0.2135521,0.217325,0.2211982,0.239143,0.2284298,0.2378882,0.224062,0.2715069,0.2054245,0.2331567,0.2093527,0.2254001,0.2098645,0.2257845,0.2088191,0.2151427,0.2123994,0.2220522,0.2118617,0.2216689,0.2154297,0.2181224,0.2190033,0.2439653,0.2175306,0.2543318,0.2154934,0.2408043,0.2109766,0.2388694,0.2280388,0.2536094,0.2206922,0.2682249,0.2155997,0.3181081,0.2185135,0.2956866,0.2080026,0.2118802,0.2127065,0.2284199,0.2167607,0.2195181,0.2152617,0.227064,0.2188094,0.2257492,0.2225255,0.2437787,0.2239775,0.2372606,0.214379,0.3565539,0.2178805,0.3150101,0.2123166,0.2730192,0.2090498,0.2447683,0.2292449,0.2597139,0.2159403,0.2197374,0.2092118,0.2567309,0.2186336,0.2247263,0.2130352,0.3147594,0.2161341,0.2354676,0.2143501,0.2810406,0.2134469,0.2235996,0.2107074,0.2265463,0.214164,0.2719054,0.2231068,0.2362067
0.2978129,0.2666234,0.2548935,0.223253,0.4008955,0.3326662,0.313586,0.3290887,0.3889389,0.3345156,0.3411142,0.258935,0.2409471,0.2379296,0.2644559,0.257947,0.307748,0.3250495,0.3454175,0.282544,0.2252363,0.2285117,0.222939,0.2303807,0.2207009,0.2307547,0.2380971,0.2378887,0.2269325,0.2283635,0.2275871,0.228744,0.2310802,0.228842,0.323302,0.2872099,0.2646242,0.237983,0.3118218,0.3105603,0.2583708,0.2611107,0.3863916,0.326602,0.3513256,0.2837157,0.3104705,0.2421321,0.3223006,0.2463275,0.2390847,0.2331811,0.233937,0.231985,0.2607282,0.2642644,0.2496516,0.2465725,0.2720765,0.264868,0.2416333,0.2319616,0.3378734,0.3004655,0.2499463,0.2267356,0.2509023,0.2201343,0.2348654,0.2268433,0.2282982,0.2311282,0.2887593,0.263386,0.2510018,0.2594251,0.2435062,0.2296614,0.2295988,0.2357698,0.2362155,0.226425,0.2875808,0.2560706,0.2710745,0.2353597,0.2645607,0.2643993,0.2543702,0.2440906,0.2509116,0.2340021,0.3479869,0.3705785
0.2596811,0.2971614,0.2370727,0.25679,0.3326662,0.4198928,0.2938958,0.2955494,0.293761,0.4338315,0.3048055,0.3824661,0.2385564,0.2305665,0.2482531,0.2506519,0.2764682,0.2851957,0.3111179,0.3488396,0.2186546,0.2298474,0.2253372,0.2360908,0.2198021,0.23121,0.2366496,0.2463502,0.2235302,0.2254089,0.2268433,0.2245243,0.2253867,0.2208726,0.2607234,0.315199,0.2271248,0.2491363,0.2603372,0.3078036,0.2323076,0.2620876,0.2968059,0.410399,0.2752756,0.3514269,0.2574413,0.294698,0.2705454,0.3256843,0.2245177,0.2248375,0.2204215,0.232868,0.2420869,0.264773,0.2383404,0.2431081,0.2622575,0.2707773,0.2309329,0.242457,0.2762521,0.299801,0.234872,0.2563267,0.2382686,0.2510521,0.224864,0.2410311,0.2221878,0.2372705,0.2765999,0.3039149,0.2516779,0.260487,0.2196231,0.2345459,0.2309152,0.2320913,0.2245007,0.2451266,0.2457444,0.2855104,0.2358761,0.2705315,0.2369359,0.260974,0.2338004,0.248275,0.2251552,0.2482102,0.2890115,0.3047863
0.6087556,0.3040812,0.2662499,0.2217974,0.313586,0.2938958,0.4525168,0.2795408,0.3714007,0.3457824,0.2245751,0.3468582,0.3294984,0.2791867,0.2644978,0.2423409,0.3198736,0.2917622,0.2757837,0.2355131,0.28069,0.2362566,0.3635516,0.2750287,0.2637602,0.2438437,0.3334906,0.2632765,0.2505033,0.2342808,0.2569697,0.2323571,0.2676496,0.2479516,0.3764092,0.3241427,0.3231894,0.2581182,0.3573055,0.2993523,0.4116693,0.2661706,0.3465904,0.3216133,0.3247312,0.2521129,0.2660413,0.2280873,0.281339,0.2227312,0.3839186,0.2422069,0.3268176,0.2830957,0.5845949,0.3360561,0.535758,0.3106736,0.6633254,0.4139686,0.2300468,0.2057042,0.4022003,0.354314,0.2526707,0.2323504,0.2473116,0.2155196,0.2374674,0.2259498,0.2329473,0.2280646,0.279418,0.2422058,0.430883,0.3727478,0.2807134,0.2506836,0.2332102,0.2217464,0.2545794,0.2356862,0.3793885,0.3107858,0.3357108,0.2872908,0.5054969,0.3564975,0.3728147,0.3178716,0.3006223,0.2751137,0.3005745,0.2223129
0.2491443,0.3898761,0.2604546,0.239942,0.3290887,0.2955494,0.2795408,0,0.4339864,0.3663228,0.3465214,0.3073365,0.2972471,0.264678,0.2597021,0.2941038,0.350957,0.4093567,0.2587861,0.2384981,0.2333894,0.2664082,0.2308001,0.262803,0.2438209,0.263033,0.312718,0.3035527,0.2668858,0.2422824,0.2726277,0.2449302,0.2948495,0.2839347,0.3278544,0.476128,0.3137443,0.3623576,0.3289288,0.6713537,0.2750542,0.3962187,0.3622493,0.3475783,0.2656932,0.3714388,0.2609492,0.2853219,0.2780578,0.240566,0.2733807,0.2697315,0.2355033,0.2614138,0.3747552,0.371963,0.2933084,0.3283707,0.2771791,0.3370793,0.2341256,0.227441,0.4059864,0.5233582,0.230506,0.2685287,0.2347009,0.2428869,0.2382638,0.2791872,0.237902,0.2678354,0.2589338,0.267713,0.3676826,0.4057104,0.2379378,0.3019292,0.2418995,0.2450879,0.2390021,0.2691123,0.3213052,0.3751327,0.2717411,0.2858541,0.3502488,0.3689189,0.2867,0.3623553,0.2569941,0.2957417,0.4319738,0.686924
0.3407471,0.28461,0.271669,0.2296801,0.3889389,0.293761,0.3714007,0.4339864,0.3575838,0.315466,0.4711316,0.272319,0.268021,0.2635648,0.2737773,0.2787154,0.3685418,0.4062297,0.2881796,0.244123,0.2304512,0.2340288,0.2330834,0.2472433,0.2314777,0.2450442,0.2508889,0.2444184,0.2384332,0.2352052,0.2361179,0.237225,0.2503436,0.24214,0.3728582,0.3044576,0.2915559,0.257329,0.3442174,0.3472485,0.2682967,0.2992955,0.4738064,0.3111536,0.3888426,0.31989,0.3166973,0.2648306,0.3024901,0.239974,0.2616479,0.2470888,0.2447222,0.2501845,0.3138356,0.299398,0.2888085,0.2840225,0.3165675,0.305451,0.2427825,0.2226304,0.347346,0.3314827,0.245446,0.2338147,0.2297175,0.2264169,0.232202,0.2369194,0.2276181,0.2422018,0.281219,0.2544992,0.2835317,0.2928659,0.2483254,0.2377173,0.2373325,0.2551778,0.2506168,0.2345815,0.3345558,0.2664853,0.311611,0.2343494,0.3228128,0.3118149,0.2858234,0.2807775,0.2721774,0.2468048,0.3732651,0.4096499
0.2802756,0.3945985,0.2479289,0.2570269,0.3345156,0.4338315,0.3457824,0.3663228,0.315466,0.1835785,0.3038681,0.6684024,0.2483527,0.2286775,0.2441119,0.2504518,0.2397294,0.2464096,0.2817053,0.2954084,0.2210368,0.2443539,0.2231093,0.2314599,0.2202503,0.2349394,0.2455746,0.2417123,0.2266474,0.2313,0.2346932,0.2247855,0.2342591,0.2237614,0.2786865,0.3705871,0.2339596,0.2851813,0.289291,0.3664741,0.2437311,0.2819897,0.3095158,0.4957793,0.3117104,0.4326819,0.2952409,0.2890117,0.2672766,0.2940387,0.2325958,0.2182843,0.2143821,0.2301574,0.2559932,0.2745734,0.2465417,0.23567,0.2877356,0.2830866,0.2409243,0.2356882,0.3051628,0.3435045,0.2410597,0.2627505,0.240674,0.2308507,0.2322571,0.2458991,0.2257651,0.2508464,0.2472424,0.2561316,0.2521566,0.2592418,0.2220571,0.2599227,0.2245056,0.2317128,0.2390922,0.2582632,0.2591724,0.3636992,0.2420456,0.3066805,0.2371242,0.2723164,0.2250255,0.251783,0.2334606,0.2752842,0.3322369,0.3405122
0.228814,0.2242346,0.2635684,0.2201945,0.3411142,0.3048055,0.2245751,0.3465214,0.4711316,0.3038681,0,0.283276,0.2417103,0.2382159,0.2774099,0.2896259,0.3770792,0.4716442,0.2479976,0.2500769,0.2212304,0.2201604,0.219207,0.2216642,0.2198892,0.2245566,0.2244884,0.2296375,0.2302559,0.2226236,0.2229787,0.2273729,0.2210908,0.2217429,0.3667399,0.2932963,0.2847129,0.2306047,0.3094261,0.3063772,0.2417365,0.2812116,0.4172492,0.3211657,0.4362645,0.3584182,0.3102509,0.2431068,0.269947,0.2488785,0.2315033,0.2287024,0.2364447,0.21856,0.2335438,0.2302794,0.2298899,0.2433522,0.2391306,0.2301534,0.2458481,0.2162054,0.2676717,0.2870648,0.2409607,0.2161205,0.2195122,0.2256154,0.2293785,0.2259278,0.2182968,0.228506,0.2592227,0.2657047,0.2325567,0.2317983,0.2502066,0.2138215,0.2259433,0.2469042,0.2549094,0.2186169,0.2780206,0.2617989,0.2875097,0.2370503,0.2388515,0.2650762,0.2213656,0.2384451,0.2743996,0.2366461,0.3506545,0.4706417
0.2832721,0.490714,0.2399413,0.2484147,0.258935,0.3824661,0.3468582,0.3073365,0.272319,0.6684024,0.283276,0,0.2452584,0.2241068,0.2396635,0.2379637,0.2451643,0.2714962,0.2578658,0.2590543,0.217057,0.2557047,0.2261403,0.254217,0.2187385,0.2448401,0.2428525,0.2419981,0.2248796,0.2328161,0.2322062,0.2141702,0.2147536,0.2066056,0.2477335,0.4031514,0.2219378,0.318632,0.2537257,0.3353961,0.2358348,0.3050328,0.260146,0.4961497,0.2770014,0.464455,0.2721022,0.2853575,0.2640234,0.2478651,0.2416394,0.2164108,0.216048,0.2551659,0.2631211,0.2885886,0.2690535,0.2570467,0.3194839,0.3219023,0.2465549,0.2325747,0.2433589,0.3489914,0.2382271,0.2642592,0.2481796,0.2235078,0.2326192,0.2507347,0.2231154,0.2551699,0.2538975,0.2655878,0.2689884,0.2657603,0.2144274,0.2805822,0.2198731,0.2194402,0.2336159,0.2552323,0.2469244,0.4353284,0.2353251,0.3488278,0.2447825,0.3078949,0.2327527,0.282517,0.2235692,0.291823,0.24567,0.2248995
0.2748791,0.2671104,0.2378732,0.2135521,0.2409471,0.2385564,0.3294984,0.2972471,0.268021,0.2483527,0.2417103,0.2452584,0.382147,0.3761127,0.2841366,0.2829463,0.2752662,0.2753426,0.2319168,0.2211629,0.2937397,0.2476624,0.2884653,0.2641285,0.2894166,0.2604467,0.3455881,0.3423304,0.2871524,0.2541484,0.3002717,0.2746246,0.3441088,0.313362,0.2572845,0.2564077,0.2710818,0.2425425,0.2622334,0.2686751,0.2958888,0.2776347,0.2534352,0.2479854,0.2359258,0.2352631,0.2308822,0.216614,0.2409363,0.2152499,0.3060282,0.2940804,0.2665463,0.2560608,0.3370244,0.3359686,0.2991492,0.2883855,0.3363007,0.3315685,0.2460308,0.2485535,0.2587615,0.2730083,0.2407651,0.2308374,0.23817,0.219704,0.2482626,0.2398817,0.2549504,0.2407329,0.2475848,0.2377164,0.3417746,0.3453513,0.2616228,0.2338215,0.275315,0.2747488,0.2449892,0.2319998,0.2634076,0.2489273,0.2482316,0.2298306,0.2850717,0.2870942,0.2789583,0.2750855,0.2494758,0.2352252,0.2599385,0.2766757
0.2494272,0.2640129,0.2345365,0.217325,0.2379296,0.2305665,0.2791867,0.264678,0.2635648,0.2286775,0.2382159,0.2241068,0.3761127,0.4214492,0.2763693,0.3031953,0.263441,0.2664816,0.2330213,0.2247721,0.2605794,0.2803199,0.2573405,0.2848594,0.2566444,0.29697,0.2926243,0.3375856,0.2576467,0.2931464,0.2695808,0.317436,0.3297499,0.3542002,0.2432765,0.2477423,0.2489734,0.2505794,0.2490098,0.2510862,0.2631031,0.3020361,0.2505808,0.2335386,0.2317531,0.2218787,0.2296952,0.2151864,0.2404486,0.217537,0.2557123,0.3453255,0.2528383,0.2666016,0.2836431,0.3513579,0.2593166,0.3218908,0.3001623,0.341884,0.2434429,0.2628525,0.2400884,0.2604916,0.2279169,0.2347578,0.2298802,0.2240798,0.2393455,0.2472031,0.2469633,0.2512803,0.2418129,0.2421824,0.3045101,0.3258725,0.2456082,0.2482632,0.2661861,0.2726249,0.2329911,0.2423033,0.2459969,0.2452941,0.2391635,0.2324889,0.2536565,0.2944067,0.2506473,0.2858187,0.2388011,0.2406484,0.2505038,0.2636239
0.2817154,0.2541548,0.2528348,0.2211982,0.2644559,0.2482531,0.2644978,0.2597021,0.2737773,0.2441119,0.2774099,0.2396635,0.2841366,0.2763693,0.3917631,0.3604732,0.3767469,0.394368,0.250496,0.2360198,0.2848518,0.24532,0.2404476,0.2338505,0.2509612,0.2377915,0.2486062,0.2354125,0.2670276,0.2366641,0.2804737,0.2477594,0.2745629,0.2511081,0.2656332,0.246841,0.3043079,0.2418128,0.2740641,0.2547846,0.2948065,0.2701312,0.263523,0.2493372,0.2488759,0.24379,0.237378,0.2229704,0.2514735,0.2240191,0.2649003,0.2342527,0.2496881,0.2374583,0.2691579,0.2498855,0.2605562,0.2528582,0.2620769,0.2548276,0.3635687,0.333306,0.2696051,0.2552173,0.2824109,0.2453994,0.2781751,0.2315414,0.297075,0.250281,0.2957729,0.258676,0.3037268,0.2855617,0.2553266,0.2490694,0.3086449,0.2431442,0.3463202,0.3239549,0.2699603,0.2406388,0.264385,0.2427822,0.2562882,0.226968,0.2779755,0.2608965,0.2655386,0.2486871,0.2714084,0.2363479,0.3134517,0.3182678
