0.6323895,0.2775209,0.2366082,0.2234156,0.323,0.2576001,0.5423758,0.3140415,0.3692958,0.2826576,0.298886,0.2427602,0.2430052,0.24978,0.2411876,0.3125116,0.2757845,0.2761171,0.2434864,0.2748435,0.2333924,0.2898311,0.241069,0.2571515,0.2299024,0.2750104,0.2556447,0.2332945,0.228994,0.2294759,0.2282516,0.2280966,0.2338257,0.3873672,0.2823805,0.3250393,0.2475784,0.4764807,0.2856423,0.4094452,0.2481145,0.3336901,0.2860226,0.3359947,0.2377582,0.2779254,0.2280743,0.2578317,0.2314103,0.2722822,0.2464619,0.2751309,0.2427105,0.3255273,0.2753588,0.4207681,0.2762848,0.4820082,0.301307,0.2277593,0.2336978,0.411387,0.3247832,0.2402051,0.2256277,0.2319447,0.2220632,0.2368152,0.2261315,0.2287736,0.2221533,0.2693539,0.2524341,0.3429569,0.2966466,0.3349439,0.2374741,0.2303414,0.2280641,0.2570338,0.2222479,0.4023185,0.2612503,0.34304,0.2522714,0.4498478,0.291448,0.4211128,0.2558595,0.3428047,0.2477611,0.4432396,0.2700732
0.2775209,0.61277,0.2320601,0.2441274,0.2614051,0.3098966,0.3953795,0.2509959,0.2779077,0.3090782,0.269658,0.2443662,0.2520459,0.2248086,0.2398292,0.2588153,0.2696601,0.251187,0.2500893,0.2301658,0.2773083,0.2294298,0.3381889,0.2257938,0.260497,0.2616993,0.2919007,0.2219915,0.238604,0.2198678,0.2306703,0.2190131,0.2238811,0.2606791,0.3783557,0.225884,0.3376974,0.2823669,0.4456919,0.2445785,0.4475619,0.2727716,0.3334216,0.2481458,0.3337866,0.2409689,0.2602906,0.2395335,0.244964,0.2316469,0.3033315,0.2443006,0.320021,0.2615826,0.3901282,0.2492343,0.4586535,0.3408835,0.5311155,0.2225469,0.2277584,0.2947595,0.3860371,0.2299035,0.2422588,0.2234419,0.2343833,0.2189807,0.2490076,0.2180911,0.2500497,0.2377202,0.2549984,0.3129729,0.3633207,0.2227733,0.3281734,0.2264534,0.2301405,0.2210813,0.2438059,0.2404829,0.4068497,0.2438557,0.3226064,0.2435108,0.4842055,0.2488041,0.3834137,0.2287363,0.3258923,0.2618957,0.3106826
0.2366082,0.2320601,0.472628,0.2276209,0.2640194,0.2490192,0.2551719,0.2236553,0.2677238,0.2469088,0.2674966,0.2331753,0.2315721,0.2731511,0.2436541,0.2785056,0.2576298,0.2991537,0.2657745,0.255585,0.2178256,0.2334733,0.2197707,0.23148,0.2241684,0.2186712,0.2198979,0.230723,0.2259708,0.2297481,0.2190636,0.2258564,0.2261305,0.2507926,0.2255771,0.3348513,0.2459084,0.2367984,0.229986,0.2616812,0.2277573,0.257131,0.2390354,0.2759663,0.2378751,0.3389995,0.2470127,0.3127675,0.2483609,0.2194821,0.2203272,0.2329765,0.2244462,0.2343545,0.227177,0.242284,0.2235726,0.2514113,0.2301894,0.2539049,0.238688,0.2308849,0.2276768,0.3607083,0.2281562,0.3394873,0.2400222,0.2969117,0.2322612,0.267965,0.2301986,0.2988742,0.2625278,0.2325218,0.2294503,0.2789696,0.2314918,0.2422139,0.2340724,0.3389007,0.2293873,0.2456576,0.2256397,0.2908552,0.2259146,0.2297328,0.2281783,0.2332594,0.2224581,0.2981098,0.2308751,0.2350786,0.2388339
0.2234156,0.2441274,0.2276209,0.4401477,0.2605206,0.2938723,0.2343684,0.2488471,0.2363679,0.2487042,0.2377219,0.2305868,0.2344278,0.2479304,0.26535,0.2658226,0.2716496,0.2827816,0.3406192,0.2221626,0.2463209,0.2188025,0.2233643,0.2171,0.2311396,0.2272161,0.2250425,0.2162647,0.2298154,0.2166191,0.2299146,0.2244819,0.2276637,0.2281529,0.2605972,0.2194345,0.249163,0.2366024,0.2487178,0.2245773,0.2534917,0.2391716,0.2641583,0.230358,0.2888024,0.2384565,0.3602277,0.2551419,0.3666328,0.2191275,0.2303666,0.222314,0.220945,0.2293655,0.2396734,0.2221697,0.23477,0.2242056,0.2518076,0.2299211,0.2708347,0.2405659,0.249851,0.2323803,0.3753527,0.237502,0.3500838,0.2223998,0.2924496,0.2207755,0.273083,0.2714252,0.3183595,0.2290715,0.2349547,0.2208487,0.2600445,0.2238753,0.2437632,0.220336,0.3326919,0.2230739,0.2555233,0.2243754,0.3002675,0.2207269,0.2412939,0.2177446,0.2464167,0.2239819,0.2736697,0.2458112,0.2528753
0.323,0.2614051,0.2640194,0.2605206,0.4277836,0.3623792,0.3225573,0.2931906,0.4013736,0.2795468,0.3297315,0.2415034,0.2472548,0.2705606,0.2709219,0.2991141,0.3045567,0.3979748,0.3476707,0.2340294,0.2318012,0.2441158,0.2296438,0.2245701,0.2281669,0.2420052,0.2417666,0.2230089,0.2306883,0.2227713,0.2244435,0.228558,0.2312114,0.3279554,0.2732004,0.3026251,0.2486301,0.315755,0.2894974,0.2758178,0.2523663,0.3931484,0.3263123,0.3474141,0.2840846,0.3229852,0.2750587,0.3607754,0.2869376,0.2393071,0.2387987,0.2431571,0.2302844,0.2544974,0.2473279,0.2727164,0.2398378,0.2867885,0.2627662,0.2394636,0.2672011,0.3151507,0.2949091,0.2539112,0.2510512,0.264646,0.2543936,0.2357255,0.2470724,0.2302523,0.2364007,0.3124932,0.3112399,0.2625362,0.2591053,0.2598156,0.2440845,0.2342762,0.2367035,0.250563,0.2414044,0.2864356,0.2528332,0.2850239,0.2564195,0.2642292,0.2489864,0.2639163,0.247164,0.2769407,0.2483629,0.3144155,0.2972058
0.2576001,0.3098966,0.2490192,0.2938723,0.3623792,0.4416002,0.277355,0.3143829,0.2915998,0.3809806,0.2722215,0.2404103,0.2433466,0.267051,0.2922394,0.2983221,0.352929,0.3665819,0.4087113,0.2217809,0.242573,0.2348962,0.2435676,0.2229176,0.2339199,0.2357149,0.2399774,0.22348,0.2263199,0.2189909,0.2261507,0.2279935,0.2303448,0.2680215,0.3225068,0.2326622,0.2766977,0.2715262,0.3155413,0.2457568,0.2842907,0.2996135,0.4012217,0.2690421,0.3725066,0.2641312,0.342465,0.3100947,0.3438926,0.2278051,0.2457222,0.2346416,0.2439707,0.2449375,0.2609031,0.247393,0.2662252,0.2709394,0.2894103,0.2325944,0.2788224,0.2814426,0.3082206,0.2496607,0.2833778,0.2554885,0.2816284,0.2222274,0.2656827,0.2156924,0.2482938,0.3062632,0.3537919,0.2527274,0.2591077,0.2358281,0.2683004,0.2263149,0.2440573,0.2342739,0.2642914,0.2472031,0.2913131,0.2449779,0.2949691,0.2386514,0.2664588,0.2391037,0.2589701,0.2370472,0.2758639,0.2920296,0.3113965
0.5423758,0.3953795,0.2551719,0.2343684,0.3225573,0.277355,0.5437872,0.2858973,0.3119533,0.2867229,0.2386868,0.332962,0.3004599,0.2463607,0.2513157,0.3416771,0.2976801,0.2764267,0.2493936,0.2736712,0.2415931,0.3166009,0.2623591,0.2604742,0.2404297,0.3522671,0.334049,0.2495299,0.2341419,0.23923,0.2300896,0.2344292,0.2295562,0.3177127,0.2990933,0.3683561,0.2500787,0.3530086,0.3310845,0.4073139,0.2849959,0.305071,0.2965132,0.2920499,0.2460578,0.2584723,0.2326415,0.2635954,0.2409033,0.3209422,0.2723121,0.2987492,0.2634448,0.4380855,0.3176826,0.4814963,0.3000346,0.5841486,0.3971889,0.2234646,0.2331783,0.3308414,0.3536587,0.235884,0.2300564,0.2328672,0.2311558,0.2383822,0.2299435,0.2303607,0.226871,0.2824722,0.2617988,0.4760511,0.3953853,0.30122,0.2485211,0.2309477,0.2296871,0.2619201,0.223357,0.3204531,0.2697344,0.3022749,0.2482561,0.3962453,0.3230526,0.3474049,0.2799607,0.3224269,0.2506382,0.3373695,0.2996215
0.3140415,0.2509959,0.2236553,0.2488471,0.2931906,0.3143829,0.2858973,0,0.3244589,0.2593556,0.3399017,0.2325057,0.2627706,0.2357062,0.2418244,0.3028727,0.3834198,0.2530812,0.2533599,0.2361856,0.2414264,0.2153194,0.3696299,0.2129068,0.2349686,0.2539147,0.3233004,0.2318925,0.2566676,0.2397466,0.2523994,0.2635182,0.2609911,0.2871761,0.4854321,0.2197059,0.2583624,0.3674849,0.5021235,0.270352,0.3515052,0.3147067,0.3720154,0.2741215,0.3568386,0.2444646,0.2668713,0.2477225,0.2405862,0.2101883,0.3942898,0.2136021,0.3904153,0.263545,0.3859642,0.2579793,0.4304665,0.3091365,0.2645297,0.2105198,0.2280996,0.429344,0.4881152,0.2291702,0.2440368,0.2346324,0.2277986,0.2164585,0.2467547,0.2229381,0.2517483,0.2530603,0.2717209,0.3098916,0.3780149,0.2343215,0.268958,0.2334311,0.2331345,0.2115108,0.2530063,0.2451186,0.387064,0.234168,0.3250257,0.2704316,0.3252047,0.2516491,0.3272749,0.231725,0.3114868,0.4631265,0.5682235
0.3692958,0.2779077,0.2677238,0.2363679,0.4013736,0.2915998,0.3119533,0.3244589,0.3912172,0.2521245,0.6343414,0.2381305,0.2561021,0.2398503,0.2387502,0.2939284,0.2869993,0.3086673,0.2652636,0.232017,0.2442137,0.2435501,0.2400811,0.2176213,0.245749,0.2493975,0.2545468,0.2192303,0.2452318,0.2229164,0.234485,0.2277406,0.2389307,0.4002815,0.2775099,0.3254025,0.25315,0.3309806,0.3225487,0.2765848,0.2721617,0.4964495,0.2898893,0.4505335,0.2963116,0.3532415,0.2635663,0.3077408,0.2510904,0.2405859,0.2480711,0.2457369,0.2321099,0.2624235,0.2669261,0.2932432,0.2398769,0.3079195,0.2804343,0.2322174,0.2411071,0.3241571,0.3183116,0.2372554,0.2407492,0.2458817,0.2394336,0.2327837,0.2387988,0.2286848,0.2403276,0.2748688,0.2651561,0.2781995,0.2803762,0.2662618,0.2511679,0.2182624,0.2214736,0.2629566,0.2377525,0.3281395,0.2604493,0.3400736,0.2529587,0.2847617,0.2638516,0.2770301,0.2595055,0.3014003,0.2499993,0.293281,0.341466
0.2826576,0.3090782,0.2469088,0.2487042,0.2795468,0.3809806,0.2867229,0.2593556,0.2521245,0.4591147,0.2847509,0.2390423,0.2433459,0.2281704,0.2378098,0.2590371,0.3458297,0.2717082,0.2747097,0.2248928,0.2395136,0.2458393,0.2473472,0.232982,0.231922,0.2414089,0.242319,0.2398647,0.2309403,0.2361579,0.2256718,0.2399183,0.2350834,0.2701051,0.3839561,0.2423189,0.3094943,0.2938695,0.2734209,0.2583621,0.279333,0.2731046,0.4978342,0.2812051,0.3915202,0.2870706,0.2973999,0.2757321,0.2636909,0.2334965,0.2448373,0.2398724,0.2475597,0.271492,0.289312,0.2568564,0.2985221,0.3291014,0.3124259,0.2311333,0.2321533,0.3052964,0.3056997,0.2428946,0.23094,0.2359069,0.22714,0.2225003,0.2245468,0.2219015,0.2201973,0.2406603,0.2788108,0.2750002,0.2764051,0.2272514,0.283287,0.2526258,0.2354479,0.2237239,0.2474815,0.2399133,0.3334205,0.2408706,0.3270834,0.241466,0.2952239,0.2385722,0.2578914,0.2364842,0.3090439,0.3467818,0.2794684
0.298886,0.269658,0.2674966,0.2377219,0.3297315,0.2722215,0.2386868,0.3399017,0.6343414,0.2847509,0,0.2189694,0.2412142,0.2294537,0.2281165,0.3184295,0.2832924,0.2665642,0.2299323,0.2277458,0.2305848,0.2268899,0.2270083,0.2103761,0.2395092,0.2300429,0.2423553,0.2149069,0.2406352,0.2192614,0.2266704,0.2185039,0.2259232,0.3945964,0.2818918,0.3183692,0.247844,0.2813064,0.3079503,0.2460919,0.2632457,0.474127,0.2811851,0.4723995,0.3123945,0.3569489,0.2589385,0.2697788,0.2316247,0.2147983,0.2334697,0.2273261,0.2087973,0.231233,0.2410082,0.267159,0.219524,0.2585625,0.2421824,0.2239248,0.2257411,0.2784659,0.2823544,0.2336919,0.2448802,0.2356615,0.2345721,0.2366425,0.2331823,0.2299511,0.2329499,0.2573616,0.2413603,0.2445597,0.247013,0.2582321,0.2425444,0.2121821,0.2157181,0.2625565,0.235704,0.31891,0.2545662,0.3495187,0.2541412,0.2589299,0.2429362,0.2488258,0.2423219,0.2878684,0.2512766,0.2708322,0.3421473
0.2427602,0.2443662,0.2331753,0.2305868,0.2415034,0.2404103,0.332962,0.2325057,0.2381305,0.2390423,0.2189694,0.4219638,0.4043117,0.2792718,0.2999113,0.2818107,0.2569095,0.2274596,0.2275429,0.2645345,0.2539571,0.2836079,0.2645887,0.2782009,0.2709326,0.3400499,0.3185414,0.3041999,0.2747658,0.3156689,0.2874335,0.3828801,0.3389532,0.2396368,0.2346158,0.262845,0.2358023,0.237522,0.2378792,0.2871689,0.2536797,0.2425607,0.2411227,0.2282968,0.2248752,0.2239679,0.2245842,0.2213079,0.225206,0.3122565,0.2943224,0.268266,0.2605614,0.3124833,0.2797307,0.2808051,0.254945,0.2929581,0.2774644,0.2308142,0.2259083,0.2404569,0.2400546,0.2381844,0.2266751,0.2371959,0.2299598,0.2381335,0.2332392,0.2409028,0.2494827,0.2445576,0.2475631,0.3067214,0.2941139,0.2497785,0.23748,0.2774604,0.2728842,0.2349928,0.2254664,0.2382706,0.2334407,0.2375258,0.2246135,0.2620963,0.2511863,0.2593482,0.2478724,0.2446538,0.2308862,0.2367008,0.2495039
0.2430052,0.2520459,0.2315721,0.2344278,0.2472548,0.2433466,0.3004599,0.2627706,0.2561021,0.2433459,0.2412142,0.4043117,0.4531347,0.2551746,0.2794649,0.266619,0.2589808,0.2312412,0.2332406,0.2422293,0.2829332,0.2431615,0.2975006,0.2502655,0.3198022,0.3122365,0.3357508,0.2687369,0.3209763,0.2870086,0.3288867,0.3681034,0.3933372,0.2433355,0.2462053,0.2443435,0.2373898,0.2444941,0.2485422,0.2532291,0.276938,0.2550127,0.2512032,0.2380026,0.2339101,0.2264774,0.2288481,0.2227664,0.229839,0.2645666,0.3402426,0.2445046,0.2742446,0.2850949,0.3242137,0.257111,0.2866429,0.2734683,0.2912964,0.2288689,0.2281294,0.2507454,0.254587,0.2451539,0.2342713,0.2419228,0.2352895,0.2387204,0.2395953,0.2403112,0.2532351,0.2502866,0.2528125,0.2986128,0.3230508,0.2369067,0.245741,0.2594729,0.2488423,0.2256073,0.2326337,0.2392276,0.2449196,0.2340003,0.2323878,0.2639877,0.2788248,0.2441145,0.2769365,0.2312314,0.239484,0.2538036,0.2507259
0.24978,0.2248086,0.2731511,0.2479304,0.2705606,0.267051,0.2463607,0.2357062,0.2398503,0.2281704,0.2294537,0.2792718,0.2551746,0.3927627,0.3518134,0.3313307,0.3044856,0.2784831,0.2685617,0.2734711,0.2329428,0.2361948,0.2209966,0.2334674,0.2276674,0.2266991,0.2246711,0.2583992,0.234329,0.2706963,0.2395565,0.2659059,0.255777,0.2491423,0.2306513,0.3403796,0.242248,0.2694518,0.2302881,0.286425,0.2374346,0.2505247,0.2473338,0.2364905,0.2344341,0.2467543,0.2498924,0.2646281,0.2558532,0.2404335,0.2321098,0.2346383,0.2266856,0.2336296,0.2260287,0.2359997,0.2211415,0.2316942,0.2251613,0.3513018,0.3285893,0.2594709,0.2292385,0.2886785,0.2401769,0.3034622,0.2555778,0.2996235,0.247777,0.3072604,0.2428877,0.3336984,0.3023918,0.2243042,0.2240695,0.3000975,0.2367216,0.3531117,0.319266,0.2850896,0.2294651,0.2409382,0.2251341,0.2493201,0.232111,0.2379348,0.2302948,0.2485315,0.2336178,0.281498,0.2307471,0.2856423,0.2552474
