0.5243694,0.1841955,0.174091,0.1235185,0.2341108,0.1775687,0.4223516,0.3026564,0.1448238,0.3047985,0.1945076,0.2757265,0.1702621,0.1755757,0.1852735,0.2151888,0.1702135,0.3476559,0.1799036,0.1822034,0.1332356,0.2956339,0.1330603,0.3191837,0.1760555,0.3033192,0.1595696,0.2428292,0.2824349,0.1863042,0.1535822,0.1611932,0.1704979,0.1669085,0.2061802,0.3338068,0.1661211,0.2186335,0.1296415,0.3652762,0.1714829,0.3972416,0.1547635,0.2785898,0.2090978,0.2627509,0.1840919,0.1777397,0.1266778,0.1876424,0.1265761,0.2095538,0.2299338,0.3171879,0.1540796,0.2625644,0.2403411,0.4075491,0.1973816,0.3641573,0.1984441,0.1726591,0.1416583,0.3615584,0.181733,0.2047422,0.1215133,0.166912,0.1187527,0.1926331,0.1215438,0.1716595,0.1238896,0.190819,0.1572637,0.273031,0.1992979,0.2312389,0.1269131,0.1631618,0.1671116,0.1932025,0.1159619,0.3064035,0.1564107,0.2152156,0.1499751,0.3756939,0.1692445,0.3559676,0.1363056,0.193534,0.1367769,0.3093897,0.1696908
0.1841955,0.5325332,0.1241771,0.1774161,0.1829205,0.2515252,0.2306659,0.4198345,0.1639509,0.1887282,0.2823953,0.1903609,0.3370457,0.1512722,0.1602648,0.1545519,0.1746871,0.1454356,0.2854906,0.141644,0.1601897,0.1259055,0.1877881,0.1322225,0.2117739,0.140674,0.1710275,0.1528526,0.1531932,0.152304,0.1487639,0.1493709,0.1547493,0.1375471,0.1643892,0.1610632,0.3267736,0.1252097,0.3476276,0.1672369,0.4194698,0.1513222,0.3374752,0.1941759,0.2678197,0.1700211,0.2488123,0.1445083,0.1660709,0.1350435,0.1495022,0.1523801,0.1613833,0.1299192,0.1740121,0.178657,0.2140177,0.1399511,0.2994455,0.1690402,0.2414543,0.1242313,0.1266185,0.1743699,0.3296566,0.12434,0.1979905,0.1215949,0.1365389,0.1261978,0.164774,0.1350807,0.1574152,0.1412156,0.1921045,0.1746067,0.1942104,0.1233306,0.2732512,0.1461019,0.1270033,0.118315,0.1844435,0.1476283,0.3547122,0.1292694,0.295102,0.1488731,0.3905116,0.1193337,0.2269645,0.1222304,0.262726,0.2109374,0.2154821
0.174091,0.1241771,0.4224004,0.1147236,0.1648713,0.1389422,0.1492488,0.1453213,0.1187147,0.1430819,0.1567917,0.1500702,0.1594633,0.1269886,0.1273342,0.1524004,0.1285139,0.1841492,0.1645844,0.1951833,0.135869,0.1512341,0.1210272,0.1345553,0.1231561,0.1291614,0.1252267,0.1270458,0.1271827,0.1242478,0.1263007,0.1274492,0.1326639,0.1317582,0.1405789,0.1602117,0.1283891,0.1948968,0.1147912,0.1667487,0.1238662,0.1673849,0.1212442,0.160131,0.1437903,0.1564144,0.1259521,0.2238512,0.1161635,0.2260042,0.1171967,0.1206118,0.1260976,0.1299402,0.1148422,0.1256615,0.1240221,0.1396368,0.1236845,0.1322328,0.1285611,0.1594284,0.1352253,0.1708849,0.1280111,0.2718726,0.1121796,0.2521221,0.1248423,0.2024823,0.1156383,0.1683884,0.1133243,0.229915,0.1572018,0.1254493,0.1211266,0.1942159,0.116713,0.1337026,0.1239217,0.2961188,0.1156514,0.1431631,0.1245093,0.1789456,0.1259442,0.1408213,0.1244447,0.1356564,0.1207192,0.1817777,0.1199171,0.1643224,0.1447218
0.1235185,0.1774161,0.1147236,0.3596376,0.1382671,0.1973867,0.1354008,0.1183325,0.1891414,0.1340433,0.1865966,0.14244,0.1985912,0.1281681,0.1290495,0.1334066,0.1578714,0.169509,0.2006099,0.1348684,0.2037161,0.1253781,0.1474389,0.1313484,0.139081,0.1337586,0.1313016,0.1285997,0.1304245,0.1367278,0.1348866,0.1359298,0.1335667,0.1356615,0.1311392,0.1264804,0.1896735,0.1139158,0.2182094,0.1272359,0.1883521,0.1256225,0.1719021,0.138422,0.1874251,0.1313233,0.1687126,0.1209024,0.2367243,0.1278854,0.2058742,0.1245926,0.1326996,0.128021,0.1225909,0.12792,0.1459232,0.1252506,0.152342,0.1315335,0.1483502,0.1271565,0.1606885,0.1318539,0.1824626,0.1163754,0.3147011,0.131681,0.2701671,0.1183334,0.222038,0.1220027,0.1892206,0.1530365,0.2129921,0.1347694,0.1462454,0.1131623,0.1946235,0.1227704,0.1353194,0.1123907,0.2828349,0.1220479,0.1736226,0.1135416,0.1914236,0.1250494,0.1596256,0.1210564,0.1411202,0.1126532,0.1834,0.1400161,0.2004822
0.2341108,0.1829205,0.1648713,0.1382671,0.3703919,0.2926985,0.179286,0.1849706,0.280998,0.3672004,0.3367425,0.3649411,0.3024015,0.1335466,0.1274284,0.1679807,0.1554192,0.213378,0.2317297,0.2856803,0.2102807,0.1441187,0.1342005,0.1487364,0.1254473,0.127231,0.1259376,0.1391963,0.1423813,0.1269563,0.129844,0.130205,0.1290208,0.1336631,0.1327235,0.2687664,0.2384091,0.1721522,0.1708952,0.2684588,0.2281991,0.1852896,0.1642446,0.3744198,0.3305281,0.3006142,0.2909709,0.2315254,0.1714112,0.2578544,0.1714605,0.1399608,0.1261735,0.1392002,0.119195,0.1514146,0.1384382,0.1551206,0.1435034,0.1652532,0.1478821,0.1291897,0.1296196,0.2719151,0.2409655,0.160955,0.1398666,0.1633539,0.1369403,0.1405487,0.1328163,0.132966,0.1315734,0.1955735,0.1898917,0.1478134,0.1451882,0.1703677,0.1537335,0.1274154,0.1281098,0.1445574,0.1369911,0.2147936,0.2001809,0.1817945,0.1830002,0.1646984,0.1520397,0.1317922,0.1355912,0.1528754,0.1547756,0.2922531,0.2887082
0.1775687,0.2515252,0.1389422,0.1973867,0.2926985,0.3547616,0.1650712,0.1664848,0.2766391,0.2491576,0.4038785,0.2798063,0.4213505,0.1364787,0.1283707,0.1601598,0.1683431,0.1967319,0.285882,0.229867,0.2724476,0.1208423,0.1577422,0.123399,0.1597133,0.1270943,0.1392661,0.1421415,0.1527332,0.1318476,0.1352189,0.134329,0.1347671,0.1381283,0.1342196,0.2077249,0.2872199,0.1388433,0.2301494,0.2101276,0.2627463,0.1547232,0.1965915,0.2765736,0.3655942,0.2345615,0.3120343,0.1810184,0.2261213,0.1915955,0.2275384,0.1218116,0.1426014,0.1240078,0.1469411,0.1297877,0.1659178,0.1255775,0.1729549,0.1576736,0.1668868,0.1296455,0.1325864,0.2188263,0.2565578,0.1331801,0.1875966,0.1331613,0.1728504,0.123168,0.1585485,0.1246219,0.1540318,0.1699252,0.2324749,0.1479787,0.1534902,0.141093,0.1875803,0.1292399,0.1339078,0.1238372,0.1715779,0.1684857,0.2441376,0.1443826,0.2339993,0.1363627,0.1947596,0.1205988,0.1573271,0.1270014,0.1953555,0.2531869,0.3109098
0.4223516,0.2306659,0.1492488,0.1354008,0.179286,0.1650712,0.5671413,0.5738522,0.149113,0.1879441,0.1886098,0.1583303,0.182794,0.2435541,0.1959963,0.1688393,0.1477672,0.2545882,0.1708673,0.1493609,0.1276439,0.2127963,0.1495268,0.3348655,0.1616866,0.2380744,0.1646636,0.2895326,0.2384793,0.2017366,0.1567054,0.1625624,0.1855454,0.1504546,0.1813149,0.2638809,0.1805806,0.2228725,0.1264028,0.237719,0.1531449,0.3490418,0.1787641,0.1956165,0.1842459,0.1786298,0.1401291,0.1334103,0.1312292,0.1480698,0.1196658,0.3566776,0.2321861,0.3296283,0.1463749,0.479535,0.2012051,0.4527602,0.1702781,0.5095201,0.3027801,0.169029,0.1402076,0.2710066,0.2234713,0.1689783,0.1270896,0.1584799,0.1146339,0.1652873,0.120921,0.1540163,0.1191562,0.1745582,0.1523359,0.4358412,0.3558362,0.1608981,0.123857,0.1413483,0.1329674,0.1613399,0.112382,0.2483119,0.1488058,0.200398,0.1549728,0.365034,0.1707321,0.2398566,0.1457016,0.2079219,0.1356109,0.1754164,0.1465869
0.3026564,0.4198345,0.1453213,0.1183325,0.1849706,0.1664848,0.5738522,0,0.1218981,0.1877177,0.1829776,0.1972743,0.1270235,0.2117742,0.2195367,0.1685004,0.1659576,0.2344696,0.1863563,0.1517207,0.1402839,0.160049,0.1707619,0.1804723,0.2284386,0.1582327,0.169753,0.1778054,0.1892668,0.1553246,0.1779934,0.1513775,0.1811672,0.1330527,0.1451304,0.2129464,0.1985752,0.1466733,0.1696949,0.2461744,0.2054553,0.2779419,0.3282733,0.1852771,0.1823199,0.1748098,0.179531,0.140235,0.1330112,0.1416509,0.1321184,0.2642986,0.2966453,0.2138674,0.1683732,0.2372067,0.2826923,0.2072608,0.259122,0.2551682,0.4749542,0.1610646,0.1489099,0.3155338,0.2413406,0.1670366,0.1377869,0.1650732,0.1225324,0.1436946,0.1388284,0.1303629,0.1414517,0.1920163,0.1685101,0.2824193,0.2873382,0.1490732,0.1624656,0.1228398,0.1269113,0.1420882,0.1257485,0.1555202,0.1693636,0.1311183,0.1473383,0.1932853,0.3126596,0.1660805,0.2411513,0.1420383,0.144842,0.2706587,0.1927853
0.1448238,0.1639509,0.1187147,0.1891414,0.280998,0.2766391,0.149113,0.1218981,0,0.3581353,0.3215795,0.3390973,0.1197664,0.1378717,0.1318099,0.1409951,0.1688403,0.2786976,0.3514675,0.1595532,0.1572219,0.115382,0.1710268,0.1031927,0.3085926,0.1398306,0.1487816,0.1570195,0.1835519,0.1624649,0.1534672,0.1454416,0.1436755,0.1607979,0.1517825,0.2109722,0.50921,0.1187357,0.2704224,0.2294699,0.4542804,0.1586457,0.2762985,0.2748262,0.4085819,0.2053613,0.4831733,0.1602182,0.2018555,0.1804818,0.1872914,0.111593,0.2764198,0.1016208,0.3088737,0.1411667,0.2996291,0.1197428,0.3129394,0.1555663,0.2456652,0.1028772,0.1132306,0.2831563,0.4881769,0.1313207,0.1487531,0.1228747,0.1325159,0.1208054,0.1349221,0.1196984,0.1397826,0.1336402,0.1709971,0.21948,0.2726255,0.1176264,0.2059153,0.1058004,0.1383377,0.110816,0.1713917,0.1549276,0.4125749,0.1326841,0.3123168,0.1607923,0.322877,0.126672,0.2711108,0.1142324,0.2732366,0.3715425,0.5920385
0.3047985,0.1887282,0.1430819,0.1340433,0.3672004,0.2491576,0.1879441,0.1877177,0.3581353,0.2964634,0.2653276,0.4913186,0.1550356,0.1419633,0.1360642,0.1749859,0.1613155,0.2956394,0.2546366,0.2019677,0.1575337,0.1713523,0.1337353,0.1772295,0.1154896,0.1391197,0.1193033,0.1601734,0.136922,0.1312142,0.131809,0.1377456,0.1330239,0.1380361,0.1321431,0.3237189,0.2588499,0.1906348,0.1588316,0.2833804,0.254013,0.1966948,0.1836103,0.4420564,0.3090591,0.361863,0.3931149,0.2332745,0.1698079,0.2068014,0.1642221,0.1655785,0.1205256,0.1565433,0.1109174,0.2012016,0.1347201,0.2151017,0.1392014,0.2048704,0.1698102,0.1280057,0.1209332,0.2655431,0.2689059,0.1508154,0.1347626,0.1427749,0.1285997,0.1440387,0.1314318,0.1357641,0.1358729,0.1813598,0.1595412,0.1951268,0.1721905,0.1687676,0.1459387,0.1382358,0.1414549,0.14362,0.1299805,0.2816118,0.1964571,0.2376555,0.156717,0.2420719,0.1378312,0.1616645,0.1401858,0.1722472,0.1396278,0.3154739,0.2871931
