0.5389783,0.3514443,0.3289331,0.3324582,0.367295,0.3488931,0.5665944,0.3818373,0.3633213,0.3119213,0.3542683,0.3354673,0.3442157,0.3364879,0.3462986,0.3437919,0.3225234,0.3261999,0.3884871,0.319985,0.3935798,0.3404974,0.3952244,0.3168958,0.3382088,0.3358828,0.3573722,0.3160633,0.3559244,0.3245822,0.3586866,0.3350201,0.4347806,0.3792148,0.422842,0.3387735,0.4503312,0.3620619,0.462789,0.3491381,0.4094175,0.36375,0.396196,0.3369067,0.3458134,0.3317161,0.3311291,0.3348272,0.3699057,0.3412863,0.3827964,0.3422295,0.4134036,0.347784,0.4727382,0.3496004,0.493763,0.3731132,0.3197077,0.3247308,0.4711971,0.3918121,0.3119804,0.3305559,0.3182446,0.3315458,0.3330518,0.3225546,0.347552,0.3184358,0.3372811,0.3338275,0.3829983,0.3559199,0.3769243,0.3211165,0.3290636,0.3166906,0.3341163,0.3225937,0.4333336,0.3622198,0.3815493,0.3521293,0.49099,0.3667663,0.4598016,0.3504921,0.3754458,0.3346106,0.4194412,0.3785535
0.3514443,0.7114956,0.3145258,0.3275695,0.3433966,0.3908425,0.3501121,0.3436853,0.4161907,0.4385491,0.3219036,0.3324552,0.3176601,0.3326378,0.3453743,0.3605744,0.3185994,0.3192416,0.3277222,0.335952,0.3389812,0.3778693,0.3351968,0.3240239,0.3328946,0.3284791,0.3200917,0.3344787,0.3259612,0.3319878,0.3291456,0.3334036,0.3619428,0.4408852,0.3397163,0.3521712,0.3658974,0.4973113,0.333373,0.4791325,0.3603056,0.4046087,0.3263103,0.4057417,0.3190815,0.3276269,0.3140728,0.3232741,0.3472548,0.3695663,0.3357331,0.3361672,0.3293821,0.3930081,0.3302145,0.4135757,0.3999516,0.5972062,0.3221462,0.3361394,0.3848373,0.4734838,0.3100533,0.3307804,0.3159223,0.3411619,0.3084083,0.3306451,0.3120759,0.3233854,0.3381928,0.3549662,0.3581832,0.396809,0.3388859,0.3603061,0.3169861,0.328151,0.3161418,0.3177596,0.343739,0.4596359,0.3469281,0.4033524,0.3350787,0.5230672,0.3407562,0.4541937,0.3376636,0.3751889,0.393184,0.3603062
0.3289331,0.3145258,0.4899983,0.3372261,0.3455693,0.3253614,0.3074486,0.337294,0.304456,0.2980713,0.3311706,0.3305502,0.3520661,0.3356528,0.3556074,0.3404469,0.381896,0.3588559,0.3377875,0.3106646,0.3188688,0.3235201,0.3254985,0.3115077,0.313765,0.3252039,0.3177018,0.3145247,0.3209579,0.3243016,0.3241226,0.3256638,0.3517089,0.3227992,0.370627,0.3134528,0.3344575,0.3281552,0.3275981,0.3206173,0.3441671,0.3161944,0.3609524,0.3148238,0.3927043,0.3354245,0.3836425,0.3432487,0.3086978,0.3264457,0.3205158,0.3318212,0.3105035,0.3290354,0.3214802,0.3284798,0.3132456,0.3124104,0.3471224,0.33699,0.3332785,0.3255457,0.4527183,0.3345728,0.4054048,0.3299177,0.3730443,0.3237039,0.3516219,0.3248162,0.381951,0.3431806,0.313984,0.3235572,0.3563443,0.3127508,0.33133,0.3294649,0.4182148,0.3193757,0.3353704,0.3171032,0.3573221,0.312965,0.3306671,0.3174088,0.3356614,0.3191381,0.3616349,0.3146233,0.3271762,0.3302828
0.3324582,0.3275695,0.3372261,0.4866857,0.3370895,0.3578131,0.32579,0.3248082,0.3383085,0.3476816,0.324582,0.3282766,0.3345531,0.3471676,0.3562345,0.3547744,0.3568856,0.367342,0.3273999,0.3171519,0.3180171,0.3227781,0.3206515,0.3173856,0.3151925,0.3161746,0.3278371,0.3197277,0.3278719,0.3237211,0.3262186,0.3220385,0.3270705,0.3445925,0.3355796,0.3555607,0.3325784,0.3383687,0.3277943,0.3333723,0.3278232,0.3516308,0.3291532,0.3587766,0.3301383,0.4029855,0.3443298,0.3930435,0.3257676,0.3221731,0.3243434,0.3316485,0.3219884,0.3271329,0.3291667,0.3270662,0.327635,0.3351075,0.3311879,0.3490141,0.3333527,0.3391957,0.3378916,0.4509784,0.3391111,0.4006464,0.329213,0.3599226,0.3268001,0.3386492,0.3458225,0.3808064,0.3243588,0.3267642,0.3352186,0.3503674,0.3281536,0.3297835,0.3342068,0.3962651,0.3300871,0.3396388,0.3265932,0.3615085,0.3348345,0.3333725,0.3323726,0.3359704,0.3297219,0.3618377,0.3378656,0.3313466
0.367295,0.3433966,0.3455693,0.3370895,0.4506631,0.3972379,0.3822117,0.4489111,0.4014087,0.3394043,0.3216972,0.3216147,0.336354,0.3324112,0.3676933,0.3520491,0.4119393,0.388245,0.3309988,0.3153703,0.3270986,0.3259799,0.3267568,0.3105614,0.3255269,0.3191969,0.3250863,0.3176379,0.3278185,0.322168,0.3243153,0.3189586,0.3904381,0.3545038,0.3601707,0.3290371,0.3751943,0.3552478,0.3575467,0.3449904,0.4351679,0.3835005,0.3864883,0.357337,0.3739331,0.3510812,0.4004596,0.3614717,0.3323904,0.3270593,0.3196947,0.3205841,0.3416823,0.3307077,0.3405949,0.3339984,0.3553454,0.3507285,0.3235039,0.3213437,0.3867629,0.36445,0.3427654,0.3310075,0.3416868,0.3316368,0.3282806,0.3222001,0.3273202,0.3209043,0.3658416,0.351733,0.3343085,0.3368678,0.3386782,0.3283024,0.3264986,0.3210619,0.3404213,0.3215396,0.3549788,0.3350734,0.3531089,0.3305807,0.3533749,0.3388992,0.3368294,0.3412701,0.3420942,0.331245,0.3928052,0.3974707
0.3488931,0.3908425,0.3253614,0.3578131,0.3972379,0.4669704,0.3409013,0.3677584,0.4632517,0.4610066,0.3173458,0.3208769,0.3297597,0.3389713,0.3694492,0.388218,0.373117,0.4134641,0.3334054,0.3232433,0.3170179,0.3400914,0.3292176,0.317428,0.3088413,0.316064,0.3292828,0.3213347,0.3273796,0.3234731,0.3233314,0.3187663,0.3476703,0.3925919,0.3300779,0.3429052,0.3445257,0.3705077,0.3353884,0.3581381,0.3619224,0.4677339,0.3349618,0.4298226,0.3398937,0.3961193,0.3545722,0.4080587,0.3264453,0.3363121,0.3188529,0.3351798,0.324043,0.336033,0.3215802,0.3458588,0.3442543,0.3599917,0.3288899,0.3380671,0.3560951,0.37312,0.3245929,0.3404563,0.3311304,0.3493493,0.3189143,0.3288772,0.3222623,0.3229844,0.3447542,0.3803807,0.3343091,0.3326876,0.3340004,0.336354,0.3229695,0.3243198,0.3254873,0.327128,0.3315036,0.3636804,0.3281552,0.3607201,0.3448076,0.3630175,0.3281552,0.348568,0.3240167,0.3469662,0.3626476,0.3658173
0.5665944,0.3501121,0.3074486,0.32579,0.3822117,0.3409013,0.3764534,0.3823397,0.3971167,0.314714,0.3788007,0.3534659,0.3366042,0.3272767,0.3413177,0.3214218,0.3112438,0.3198232,0.3785993,0.3199877,0.417766,0.3563572,0.4008559,0.3156857,0.4150921,0.3563723,0.3656818,0.3181168,0.3577694,0.3242952,0.3586648,0.3450454,0.4261139,0.3928357,0.4221363,0.3304844,0.3998996,0.3697486,0.4727644,0.3507651,0.424969,0.3614965,0.3817038,0.3338341,0.3289436,0.3362289,0.3248885,0.3353223,0.4076754,0.3447542,0.3911426,0.3377421,0.5471497,0.4024768,0.5300485,0.363681,0.6558,0.4676927,0.3195584,0.3068403,0.4252394,0.4431185,0.2967579,0.3199486,0.3044179,0.3238618,0.3171571,0.310303,0.3370466,0.3095863,0.3378104,0.3262171,0.4529209,0.4654012,0.3460016,0.3176063,0.3277592,0.3209022,0.317603,0.3253863,0.4118973,0.3800845,0.3801747,0.3583023,0.4667683,0.3850839,0.4099971,0.3863898,0.3591655,0.3379946,0.3474329,0.3817849
0.3818373,0.3436853,0.337294,0.3248082,0.4489111,0.3677584,0.3823397,0.1646097,0.4383018,0.3251289,0.3158903,0.3133047,0.3207507,0.3168693,0.3353667,0.3192365,0.3493461,0.3493774,0.3308258,0.30497,0.3197805,0.3218603,0.3279109,0.3113873,0.323263,0.3229689,0.3213443,0.3162091,0.3221449,0.3241069,0.3211241,0.3176506,0.405328,0.3718106,0.3476894,0.3162729,0.3963464,0.3668708,0.3479542,0.3371363,0.4967785,0.3872591,0.4460939,0.3828744,0.3867198,0.3663327,0.3524266,0.3523064,0.3145629,0.3273578,0.3113998,0.3087013,0.3265914,0.3304389,0.3230155,0.3217117,0.3470268,0.3239322,0.3188308,0.3058279,0.4199295,0.381743,0.3265999,0.3159545,0.3327011,0.3232338,0.321746,0.3088627,0.3184253,0.3139709,0.3428358,0.3264033,0.328159,0.3352556,0.3324808,0.3075618,0.3240975,0.3217297,0.325685,0.3101821,0.3701393,0.3440084,0.3582038,0.3327601,0.3470161,0.3259797,0.333912,0.3269915,0.3412236,0.3214094,0.3988155,0.3961269
0.3633213,0.4161907,0.304456,0.3383085,0.4014087,0.4632517,0.3971167,0.4383018,0.3291512,0.6097456,0.3195022,0.320511,0.3216693,0.3341174,0.3652437,0.3815236,0.3506937,0.3740591,0.338177,0.3199288,0.3130947,0.3389873,0.3277173,0.315838,0.3090158,0.307831,0.319352,0.3213687,0.3145933,0.3261512,0.3195023,0.3209903,0.3650333,0.4100507,0.3278471,0.3324122,0.3691662,0.3835743,0.3478608,0.3486883,0.4000655,0.521403,0.3950542,0.4550419,0.3477024,0.3906806,0.3415455,0.3883046,0.3073064,0.3319628,0.3175073,0.3312609,0.3214387,0.3380517,0.3120613,0.3354896,0.3564098,0.3575165,0.3283474,0.3218112,0.3930599,0.4032914,0.319281,0.3303226,0.3223148,0.3468399,0.3179163,0.3271063,0.3211952,0.3271689,0.3332534,0.3626617,0.3248485,0.3325279,0.3346892,0.3241431,0.3088628,0.3192437,0.3168422,0.3246875,0.3435163,0.3945235,0.33355,0.3800444,0.3395675,0.3791294,0.3234226,0.3562622,0.3295562,0.3480693,0.3967324,0.3751737
0.3119213,0.4385491,0.2980713,0.3476816,0.3394043,0.4610066,0.314714,0.3251289,0.6097456,0,0.3246444,0.3207541,0.316555,0.3270775,0.3723954,0.4308149,0.3415007,0.3397006,0.3557965,0.3195334,0.3231632,0.3341421,0.3287649,0.3217816,0.3083866,0.2996691,0.3214852,0.3213497,0.3158558,0.3240552,0.3188883,0.3168727,0.3669121,0.4337831,0.3274996,0.3537144,0.3358008,0.380348,0.334005,0.3385627,0.3495699,0.5624961,0.3751819,0.5554333,0.3603983,0.4161121,0.3431096,0.354008,0.3279576,0.3163321,0.3066002,0.3319254,0.3247556,0.3184257,0.3253857,0.3449775,0.3237145,0.3336285,0.3107683,0.3222656,0.3368886,0.3602342,0.3134037,0.3375758,0.3059456,0.3464973,0.3077623,0.3388233,0.3121568,0.3274268,0.3252994,0.3723914,0.3127063,0.3048104,0.3381242,0.3476516,0.3018946,0.3172063,0.3235019,0.3347313,0.3310611,0.4181941,0.3274694,0.4053188,0.3242503,0.3953837,0.3286269,0.3526486,0.3316007,0.3598369,0.3302853,0.3632649
